person_id,title,count
392714,Hessen Cup winner,1.0
53239,Spanish 2nd tier champion,1.0
31215,German third tier champion,1.0
111873,English Super Cup winner,3.0
32216,Kärntnen league champion,1.0
73517,Norwegian cup winner,3.0
297444,Supercoppa Serie C winner,1.0
31215,Hessen Cup winner,1.0
704156,Gold Cup winner,1.0
59196,Austrian cup winner,1.0
637273,Kazakh champion,1.0
288896,Supercoppa Serie C winner,1.0
7100,Italian champion,1.0
111873,CONMEBOL-UEFA Cup of Champions winner,1.0
73517,English 2nd tier champion,1.0
59196,Austrian Eastern Regionalliga champion,1.0
704156,US Open Cup Winner,1.0
7100,Italienischer Zweitligameister,1.0
32542,Top goal scorer,1.0
31215,Baden Cup winner,1.0
111873,All titles & victories,
288896,Italienischer Drittligameister,1.0
32542,German Regionalliga Bavaria Champion,2.0
59196,Austrian Youth league U16 champion,1.0
297444,Italienischer Drittligameister,1.0
111811,,1.0
61569,English 2nd tier champion,1.0
32542,Wurttemberg Cup winner,1.0
61569,Torneio Internacional Algarve U17,1.0
344695,German Champion,2.0
31215,Liechtenstein Cup Winner,1.0
344695,Winner UEFA Nations League,1.0
44336,Italienischer Zweitligameister,1.0
32542,Thuringia Cup winner,1.0
44336,European Under-19 champion,1.0
344695,German Super Cup winner,2.0
322293,Swedish champion,2.0
31215,All titles & victories,
32542,All titles & victories,
212723,Europa League winner,1.0
322293,Swedish cup winner,2.0
212723,Swiss champion,2.0
74230,French champion,2.0
157167,Bosnian-Herzegovinian champion,2.0
344695,Austrian champion,2.0
275081,Sudwest Cup winner,1.0
344695,Austrian cup winner,2.0
157167,Bosnian-Herzegovinian cup winner,1.0
142365,English 4th tier champion,1.0
56809,Africa Cup winner,1.0
340264,Viareggio,2.0
344695,All titles & victories,
183637,Luxembourgish cup winner,1.0
74230,French cup winner,2.0
73501,English Champion,1.0
216718,Hessen Cup winner,1.0
15904,Champions League winner,1.0
216080,Bulgarian cup winner,1.0
74230,French league cup winner,1.0
216080,Italian cup winner (Serie C),1.0
74230,Portuguese league cup winner,1.0
15904,FIFA Club World Cup winner,2.0
74230,European Under-21 champion,1.0
159372,Italian Super Cup winner,1.0
148734,Czech champion,1.0
36633,Football League Trophy Winner,1.0
15904,Spanish champion,4.0
200174,Supercoppa Serie C winner,1.0
159372,Copa Libertadores winner,1.0
74230,All titles & victories,
200174,Top goal scorer,1.0
159372,Recopa Sudamericana winner,1.0
15904,Uefa Supercup winner,1.0
421873,English 2nd tier champion,1.0
15904,English FA Cup winner,1.0
159372,Olympic medalist,1.0
34211,Italienischer Zweitligameister,1.0
200174,Italienischer Zweitligameister,2.0
200174,Italienischer Drittligameister,1.0
159372,All titles & victories,
200174,All titles & victories,
15904,All titles & victories,
302388,Baden Cup winner,1.0
569288,Middle Rhine Cup winner,1.0
477027,Top goal scorer,1.0
225984,Saudi Arabian champion,1.0
225984,Saudi Cup Winner,1.0
225984,Saudi Super Cup Winner,1.0
225984,AFC Champions League winner,1.0
225984,All titles & victories,
341134,Italian Supercoppa winner (Under 17),1.0
389538,Uruguayan champion,1.0
67063,Champions League winner,1.0
67063,FIFA Club World Cup winner,1.0
67063,English Champion,2.0
67063,English FA Cup winner,2.0
67063,English League Cup winner,2.0
67063,All titles & victories,
90964,English 3rd tier champion,1.0
28023,Italienischer Drittligameister,1.0
82018,Sudwest Cup winner,2.0
336324,German Under-17 Bundesliga champion,1.0
336324,German Regionalliga Bavaria Champion,1.0
135492,Spanish cup winner,1.0
135492,Under-20 World Cup champion,1.0
322984,Finnish champion,2.0
322984,Finnish cup winner,1.0
322984,Finnish league cup winner,1.0
386574,Italian champion,1.0
394280,German third tier champion,1.0
120205,Steiermark league champion,1.0
196813,German Regionalliga North Champion,1.0
193051,Lower Saxony Cup winner,1.0
193051,Torneio Internacional Algarve U17,1.0
75942,Italian champion,1.0
75942,Italian cup winner,1.0
161079,German second tier champion,1.0
161079,Thuringia Cup winner,2.0
344583,English 4th tier champion,1.0
279133,Scottish champion,1.0
378876,German Regionalliga Bavaria Champion,1.0
42920,Uefa Supercup winner,1.0
170903,Cyprian champion,1.0
70898,Spanish 2nd tier champion,2.0
286276,Italian cup winner (Serie C),1.0
45671,Top goal scorer,1.0
42920,Spanish 2nd tier champion,2.0
45671,Turkish champion,3.0
45671,Turkish cup winner,1.0
354145,Recopa Sudamericana winner,1.0
91849,German cup winner,1.0
91849,German Super Cup winner,1.0
354145,Campeón Supercopa Argentina,1.0
91849,Danish champion,5.0
354145,Argentinian Cup Winner,1.0
354145,Argentinian champion,1.0
91849,Danish Cup Winner,4.0
354145,All titles & victories,
91849,All titles & victories,
245800,German Regionalliga North Champion,1.0
245800,Lower Saxony Cup winner,1.0
183165,Irish champion,3.0
183165,Irish cup winner,1.0
19305,Danish champion,4.0
19305,Danish Cup Winner,1.0
53360,English 2nd tier champion,1.0
18934,European Under-17 champion,1.0
519175,Italian Youth champion (Primavera),1.0
80886,Polish cup winner,1.0
80886,Polish Super Cup winner,1.0
364803,English 4th tier champion,1.0
23951,World Cup winner,1.0
23951,French champion,1.0
23951,Winner UEFA Nations League,1.0
23951,French league cup winner,3.0
333383,Swedish champion,3.0
23951,French Super Cup winner,2.0
62913,Spanish 2nd tier champion,2.0
333383,Norwegian cup winner,1.0
194204,German Regionalliga Southwest Champion,1.0
23951,All titles & victories,
167088,Romanian 2nd Division Champion,1.0
167088,Romanian cup winner,1.0
387112,Italienischer Drittligameister,1.0
196421,German third tier champion,2.0
375298,Italian Supercoppa winner (Under 17),1.0
51773,Wurttemberg Cup winner,1.0
84785,Football League Trophy Winner,1.0
162961,Italienischer Zweitligameister,1.0
162961,Italian Youth champion (Primavera),2.0
148908,Football League Trophy Winner,1.0
162961,Coppa Italia Primavera winner,1.0
398670,Top goal scorer,1.0
67721,Under-20 World Cup champion,1.0
371262,English 3rd tier champion,1.0
67721,Spanish 2nd tier champion,1.0
17252,German Regionalliga Northeast Champion,1.0
17252,Mecklenburg-Western Pomerania Cup winner,2.0
74768,Africa Cup winner,1.0
17252,Brandenburg Cup winner,3.0
17252,Hessen Cup winner,1.0
45757,Wurttemberg Cup winner,1.0
74768,Qatari champion,1.0
195706,Brandenburg Cup winner,1.0
17252,All titles & victories,
195706,Saxony Cup winner,1.0
61358,Supercoppa Serie C winner,1.0
135186,Football League Trophy Winner,1.0
61358,Italienischer Zweitligameister,1.0
61358,Italienischer Drittligameister,2.0
339808,Champions League winner,1.0
339808,FIFA Club World Cup winner,1.0
339808,Italian champion,1.0
399887,Campeón Supercopa Argentina,1.0
339808,Uefa Supercup winner,1.0
339808,Winner UEFA Nations League,1.0
399887,Argentinian Cup Winner,1.0
399887,Winner Copa de la Liga Profesional,1.0
339808,All titles & victories,
399887,Argentinian champion,1.0
258879,Europa League winner,1.0
145923,Football League Trophy Winner,1.0
399887,All titles & victories,
258879,English FA Cup winner,1.0
25383,English 3rd tier champion,1.0
145923,English 3rd tier champion,1.0
251878,European Under-21 champion,1.0
419930,Scottish champion,1.0
258879,English Super Cup winner,1.0
25383,English 4th tier champion,1.0
251878,European Under-19 champion,1.0
258879,U21 Premier League champion,1.0
419930,Scottish cup winner,1.0
79283,Sudbaden Cup winner,3.0
164142,Austrian champion,1.0
258879,All titles & victories,
164142,Austrian Youth league U18 champion,1.0
164142,Austrian Youth league U16 champion,1.0
148004,Romanian champion,1.0
148004,Greek champion,1.0
148004,Greek cup winner,1.0
148004,Romanian League Cup Winner,2.0
148004,Romanian cup winner,1.0
148004,All titles & victories,
69646,Turkish Super Cup winner,1.0
45403,Top goal scorer,1.0
305686,Italienischer Zweitligameister,2.0
45403,French league cup winner,2.0
66550,English League Cup winner,1.0
45403,Under-20 World Cup champion,1.0
66550,English 3rd tier champion,1.0
45403,Under-20 Africa Cup winner,1.0
173802,Football League Trophy Winner,1.0
45403,French Super Cup winner,3.0
45403,All titles & victories,
126719,German Champion,4.0
126719,French champion,3.0
126719,German cup winner,1.0
126719,French cup winner,1.0
143006,Football League Trophy Winner,1.0
126719,German Super Cup winner,3.0
472249,German Under-17 Bundesliga champion,1.0
126719,All titles & victories,
236508,English 4th tier champion,1.0
3546,English Champion,1.0
3546,English FA Cup winner,1.0
41749,Italian cup winner,2.0
41749,Italian Super Cup winner,1.0
41749,Italienischer Drittligameister,1.0
325389,US Open Cup Winner,1.0
40617,English Champion,1.0
129444,Italian Super Cup winner,1.0
40617,English FA Cup winner,1.0
129444,Spanish 2nd tier champion,1.0
48870,Danish Cup Winner,1.0
503976,English Youth League winner (U18),1.0
277607,German second tier champion,1.0
580193,Champions League winner,1.0
580193,English Youth League winner (U18),1.0
258917,European Under-17 champion,1.0
163683,Australian champion,1.0
537765,UEFA Youth League Winner,1.0
537765,Italienischer Zweitligameister,1.0
258188,English 2nd tier champion,1.0
142990,Supercoppa Serie C winner,1.0
142990,Italienischer Drittligameister,1.0
603937,English 3rd tier champion,1.0
22304,Supercoppa Serie C winner,1.0
22388,Top goal scorer,4.0
202883,Football League Trophy Winner,1.0
44521,World Cup winner,1.0
51471,Champions League winner,4.0
22304,Italienischer Drittligameister,2.0
256977,Portuguese cup winner,1.0
44521,German Champion,2.0
51471,FIFA Club World Cup winner,3.0
22388,TM-Player of the season,1.0
256977,Portuguese league cup winner,2.0
44521,German cup winner,1.0
51471,Spanish champion,1.0
22388,French cup winner,1.0
44521,German Super Cup winner,2.0
22388,Turkish champion,1.0
51471,Uefa Supercup winner,3.0
22388,Saudi Arabian champion,3.0
44521,German second tier champion,1.0
594991,Top goal scorer,1.0
51471,Europa League winner,1.0
44521,All titles & victories,
22388,All titles & victories,
51471,All titles & victories,
223725,Top goal scorer,1.0
222596,Irish league cup winner,1.0
223725,Champions League winner,1.0
256339,Italian champion,3.0
223725,FIFA Club World Cup winner,1.0
403845,Italienischer Zweitligameister,1.0
256339,Italian cup winner,2.0
223725,Spanish champion,3.0
256339,Italian Supercoppa winner (Primavera),1.0
223725,Uefa Supercup winner,1.0
223725,All titles & victories,
31968,German third tier champion,1.0
31968,German Regionalliga North Champion,1.0
31968,Schleswig-Holstein Cup winner,2.0
355924,Italian cup winner (Serie C),1.0
31968,Bremen Cup winner,1.0
627228,Under-17 World Cup champion,1.0
31968,Lower Saxony Cup winner,1.0
624462,German Regionalliga Bavaria Champion,1.0
31968,All titles & victories,
10025,English 4th tier champion,1.0
671489,Italienischer Drittligameister,1.0
41875,Swedish champion,1.0
41875,Norwegian champion,3.0
539134,Top goal scorer,1.0
41875,Norwegian cup winner,3.0
707245,French Super Cup winner,1.0
539134,Italian champion,1.0
40687,French champion,1.0
41875,Norwegian Super Cup Winner,1.0
41875,All titles & victories,
40687,French league cup winner,3.0
236041,Italienischer Zweitligameister,1.0
3120,English Champion,1.0
40687,Greek champion,3.0
41449,German third tier champion,1.0
